Rank;Sourceid;Title;Issn;SJR;SJR Best Quartile;Year;Categories
77;14305;Systematic Biology;1076836X, 10635157;10,289;Q1;2015;"Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1)"
78;12000154482;Annual Review of Biophysics;19361238, 1936122X;10,281;Q1;2015;"Biochemistry (Q1); Bioengineering (Q1); Biophysics (Q1); Cell Biology (Q1); Structural Biology (Q1)"
79;24721;Annals of Mathematics;0003486X;10,191;Q1;2015;"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)"
80;14816;Trends in Biochemical Sciences;13624326, 03765067, 09680004;9,99;Q1;2015;"Biochemistry (Q1); Molecular Biology (Q1)"
81;19700174677;Science Translational Medicine;19466234, 19466242;9,859;Q1;2015;Medicine (miscellaneous) (Q1)
82;17500155114;Energy and Environmental Science;17545692, 17545706;9,783;Q1;2015;"Environmental Chemistry (Q1); Nuclear Energy and Engineering (Q1); Pollution (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
83;145558;Political Analysis;10471987, 14764989;9,622;Q1;2015;"Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
84;19066;Trends in Cell Biology;09628924, 18793088;9,585;Q1;2015;Cell Biology (Q1)
85;71056;MMWR Surveillance Summaries;15458636, 15460738;9,575;Q1;2015;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1)"
86;29709;Reports on Progress in Physics;13616633, 00344885;9,324;Q1;2015;"Medicine (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1)"
87;11700154368;Publications Mathematiques de l'Institut des Hautes Etudes Scientifiques;16181913, 00738301;9,27;Q1;2015;Mathematics (miscellaneous) (Q1)
88;21100198409;Nature Climate Change;17586798, 1758678X;9,187;Q1;2015;"Environmental Science (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1)"
89;40944;Genome Biology;14747596;9,167;Q1;2015;"Cell Biology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1)"
90;29949;Journal of Clinical Oncology;15277755, 0732183X;9,146;Q1;2015;"Cancer Research (Q1); Medicine (miscellaneous) (Q1); Oncology (Q1)"
91;19651;Clinical Microbiology Reviews;08938512, 10986618;9,12;Q1;2015;"Epidemiology (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Infectious Diseases (Q1); Microbiology (medical) (Q1); Public Health, Environmental and Occupational Health (Q1)"
92;20206;Academy of Management Review;3637425;9,056;Q1;2015;"Business, Management and Accounting (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)"
93;5800207366;Nature Protocols;17542189;9,034;Q1;2015;Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)
94;19900191767;American Economic Journal: Applied Economics;19457790, 19457782;8,993;Q1;2015;Economics, Econometrics and Finance (miscellaneous) (Q1)
95;22697;American Economic Review;28282;8,969;Q1;2015;Economics and Econometrics (Q1)
96;19614;Annual Review of Microbiology;00664227, 15453251;8,85;Q1;2015;Microbiology (Q1)
97;24404;Journal of Political Economy;00223808, 1537534X;8,835;Q1;2015;Economics and Econometrics (Q1)
98;21191;Pharmacological Reviews;15210081, 00316997;8,793;Q1;2015;"Molecular Medicine (Q1); Pharmacology (Q1)"
99;15557;American Political Science Review;15375943, 00030554;8,764;Q1;2015;"Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
100;21677;American Journal of Human Genetics;15376605, 00029297;8,755;Q1;2015;"Genetics (Q1); Genetics (clinical) (Q1)"
101;15870;Journal of Clinical Investigation;00219738, 15588238;8,747;Q1;2015;Medicine (miscellaneous) (Q1)
102;4700152228;Molecular Systems Biology;17444292;8,685;Q1;2015;"Agricultural and Biological Sciences (miscellaneous) (Q1); Applied Mathematics (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Computational Theory and Mathematics (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Information Systems (Q1); Medicine (miscellaneous) (Q1)"
103;28599;Reviews of Geophysics;87551209;8,644;Q1;2015;Geophysics (Q1)
104;19881;Advanced Materials;09359648, 15214095;8,625;Q1;2015;"Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Nanoscience and Nanotechnology (Q1)"
105;19939;Trends in Neurosciences;03785912, 01662236, 1878108X;8,582;Q1;2015;Neuroscience (miscellaneous) (Q1)
106;14599;Ecology Letters;1461023X, 14610248;8,573;Q1;2015;Ecology, Evolution, Behavior and Systematics (Q1)
107;19479;Annual Review of Pharmacology and Toxicology;15454304, 03621642;8,547;Q1;2015;"Pharmacology (Q1); Toxicology (Q1)"
108;21100201068;Cell Reports;22111247;8,545;Q1;2015;Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)
109;17853;Nano Letters;15306992, 15306984;8,359;Q1;2015;"Bioengineering (Q1); Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Nanoscience and Nanotechnology (Q1)"
110;13443;Psychological Bulletin;00332909, 19391455;8,354;Q1;2015;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
111;26465;Progress in Polymer Science;796700;8,318;Q1;2015;"Ceramics and Composites (Q1); Materials Chemistry (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1); Surfaces and Interfaces (Q1)"
112;15555;American Journal of Political Science;00925853, 15405907;8,311;Q1;2015;"Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
113;5300152732;Cell Host and Microbe;19313128;8,206;Q1;2015;"Cancer Research (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Microbiology (Q1); Molecular Biology (Q1); Parasitology (Q1); Virology (Q1)"
114;22581;Circulation;00097322, 15244539;8,193;Q1;2015;"Cardiology and Cardiovascular Medicine (Q1); Physiology (medical) (Q1)"
115;12216;Molecular Biology and Evolution;15371719, 07374038;8,11;Q1;2015;"Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1); Molecular Biology (Q1)"
116;27538;Progress in Energy and Combustion Science;3601285;8,077;Q1;2015;"Chemical Engineering (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1)"
117;29229;Physics Reports;3701573;8,052;Q1;2015;Physics and Astronomy (miscellaneous) (Q1)
118;20089;Vital and health statistics. Series 10, Data from the National Health Survey;831972;8,033;Q1;2015;"Medicine (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1); Statistics and Probability (Q1)"
119;4000148205;Nature Chemical Biology;15524469, 15524450;7,984;Q1;2015;"Cell Biology (Q1); Molecular Biology (Q1)"
120;19700200701;Annual Review of Economics;19411383, 19411391;7,977;Q1;2015;Economics and Econometrics (Q1)
121;19049;Trends in Genetics;01689525, 13624555;7,867;Q1;2015;Genetics (Q1)
122;26555;Annual Review of Physical Chemistry;0066426X, 15451593;7,783;Q1;2015;Physical and Theoretical Chemistry (Q1)
123;21100327726;Applied Physics Reviews;19319401;7,751;Q1;2015;Physics and Astronomy (miscellaneous) (Q1)
124;21100242814;eLife;2050084X;7,741;Q1;2015;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Neuroscience (miscellaneous) (Q1)"
125;19700176402;Cold Spring Harbor perspectives in biology;19430264;7,723;Q1;2015;Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)
126;18555;Journal of Cell Biology;15408140, 00219525;7,718;Q1;2015;"Cell Biology (Q1); Medicine (miscellaneous) (Q1)"
127;24527;Acta Mathematica;15962;7,702;Q1;2015;Mathematics (miscellaneous) (Q1)
128;19708;FEMS Microbiology Reviews;01686445, 15746976;7,689;Q1;2015;"Infectious Diseases (Q1); Microbiology (Q1)"
129;21100228100;Advances in Optics and Photonics;19438206;7,67;Q1;2015;"Atomic and Molecular Physics, and Optics (Q1); Water Science and Technology (Q1)"
130;21100265444;Lancet Global Health,The;2214109X;7,636;Q1;2015;Medicine (miscellaneous) (Q1)
131;19897;European Urology;03022838, 1421993X;7,554;Q1;2015;Urology (Q1)
132;21365;Trends in Immunology;14714906, 14714981;7,505;Q1;2015;"Immunology (Q1); Immunology and Allergy (Q1)"
133;28330;Gastroenterology;15280012, 00165085;7,472;Q1;2015;Gastroenterology (Q1)
134;4600151524;Annual Review of Clinical Psychology;15485951, 15485943;7,466;Q1;2015;"Clinical Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
135;17435;EMBO Journal;02614189, 14602075;7,42;Q1;2015;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Neuroscience (miscellaneous) (Q1)"
136;14204;Nucleic Acids Research;03051048, 13624962;7,358;Q1;2015;Genetics (Q1)
137;21100228547;JAMA Psychiatry;21686238, 2168622X;7,343;Q1;2015;"Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
138;18503;Current Opinion in Cell Biology;09550674, 18790410;7,342;Q1;2015;Cell Biology (Q1)
139;21100237403;Lancet Diabetes and Endocrinology,The;22138595, 22138587;7,295;Q1;2015;"Endocrinology (Q1); Endocrinology, Diabetes and Metabolism (Q1); Internal Medicine (Q1)"
140;18525;Developmental Cell;15345807, 18781551;7,294;Q1;2015;Developmental Biology (Q1)
141;29838;Journal of Accounting and Economics;1654101;7,29;Q1;2015;"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
142;23183;European Heart Journal;15229645, 0195668X;7,264;Q1;2015;Cardiology and Cardiovascular Medicine (Q1)
143;12812;Personality and Social Psychology Review;10888683, 15327957;7,24;Q1;2015;Social Psychology (Q1)
144;17814;Materials Science and Engineering: R: Reports;0927796X;7,225;Q1;2015;"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)"
145;17269;Studies in Mycology;1660616;7,213;Q1;2015;"Agricultural and Biological Sciences (miscellaneous) (Q1); Plant Science (Q1)"
146;12074;Bulletin of the American Meteorological Society;15200477, 00030007;7,184;Q1;2015;Atmospheric Science (Q1)
147;26038;Endocrine Reviews;19457189, 0163769X;7,184;Q1;2015;"Endocrinology (Q1); Endocrinology, Diabetes and Metabolism (Q1)"
148;22324;Organization Science;15265455, 10477039;7,151;Q1;2015;"Management of Technology and Innovation (Q1); Organizational Behavior and Human Resource Management (Q1); Strategy and Management (Q1)"
149;20810;Immunological Reviews;01052896, 1600065X;7,093;Q1;2015;"Immunology (Q1); Immunology and Allergy (Q1)"
150;13531;Journal of the Royal Statistical Society. Series B: Statistical Methodology;14679868, 13697412;7,086;Q1;2015;"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)"
151;7500153126;Journal of the European Economic Association;15424774, 15424766;7,047;Q1;2015;Economics, Econometrics and Finance (miscellaneous) (Q1)
152;21100297619;Geochemical Perspectives;22237755, 22242759;7,025;Q1;2015;"Environmental Chemistry (Q1); Geochemistry and Petrology (Q1); Geology (Q1)"
153;21708;Annual Review of Genomics and Human Genetics;15278204, 1545293X;6,997;Q1;2015;"Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1)"
154;25781;Aldrichimica Acta;25100;6,944;Q1;2015;Organic Chemistry (Q1)
155;26769;Astrophysical Journal, Supplement Series;15384365, 00670049;6,924;Q1;2015;"Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1)"
156;24535;Acta Numerica;14740508, 09624929;6,905;Q1;2015;"Mathematics (miscellaneous) (Q1); Numerical Analysis (Q1)"
157;19133;Annual Review of Entomology;00664170, 15454487;6,892;Q1;2015;"Ecology, Evolution, Behavior and Systematics (Q1); Insect Science (Q1)"
158;85291;JAMA - Journal of the American Medical Association;15383598, 00987484, 00029955;6,892;Q1;2015;Medicine (miscellaneous) (Q1)
159;17552;Acta Neuropathologica;00016322, 14320533;6,879;Q1;2015;"Cellular and Molecular Neuroscience (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1)"
160;19900191885;American Economic Journal: Macroeconomics;19457707, 19457715;6,878;Q1;2015;Economics, Econometrics and Finance (miscellaneous) (Q1)
161;21121;Proceedings of the National Academy of Sciences of the United States of America;10916490, 00278424;6,814;Q1;2015;Multidisciplinary (Q1)
162;24668;Journal of the American Mathematical Society;10886834, 08940347;6,813;Q1;2015;"Applied Mathematics (Q1); Mathematics (miscellaneous) (Q1)"
163;28366;Gut;14683288, 00175749;6,809;Q1;2015;Gastroenterology (Q1)
164;22680;Journal of the American Chemical Society;15205126, 00027863;6,775;Q1;2015;"Biochemistry (Q1); Catalysis (Q1); Chemistry (miscellaneous) (Q1); Colloid and Surface Chemistry (Q1)"
165;17382;Molecular Psychiatry;14765578, 13594184;6,768;Q1;2015;"Cellular and Molecular Neuroscience (Q1); Molecular Biology (Q1); Psychiatry and Mental Health (Q1)"
166;110092;Morbidity and Mortality Weekly Report;01492195, 1545861X;6,749;Q1;2015;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
167;17600155041;Nature Geoscience;17520908, 17520894;6,74;Q1;2015;Earth and Planetary Sciences (miscellaneous) (Q1)
168;11500153511;ACS Nano;1936086X, 19360851;6,712;Q1;2015;"Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1); Physics and Astronomy (miscellaneous) (Q1)"
169;22951;Journal of Marketing;15477185, 00222429;6,709;Q1;2015;"Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)"
170;28980;Journal of Economic Perspectives;8953309;6,624;Q1;2015;Economics and Econometrics (Q1)
171;21100201772;Physical Review X;21603308;6,568;Q1;2015;Physics and Astronomy (miscellaneous) (Q1)
172;9500153903;Biological Reviews;1469185X, 14647931;6,513;Q1;2015;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)"
173;12459;Journal of the National Cancer Institute;14602105, 00278874;6,498;Q1;2015;"Cancer Research (Q1); Oncology (Q1)"
174;23157;Strategic Management Journal;10970266, 01432095;6,469;Q1;2015;"Business and International Management (Q1); Strategy and Management (Q1)"
175;19700173023;Living Reviews in Solar Physics;16144961, 23673648;6,463;Q1;2015;"Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1)"
176;19900191884;American Economic Journal: Economic Policy;19457731, 1945774X;6,458;Q1;2015;Economics, Econometrics and Finance (miscellaneous) (Q1)
177;24769;Materials Today;13697021;6,405;Q1;2015;"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)"
178;4000151808;PLoS Genetics;15537390, 15537404;6,39;Q1;2015;"Cancer Research (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1)"
179;5800173382;ISME Journal;17517362, 17517370;6,385;Q1;2015;"Ecology, Evolution, Behavior and Systematics (Q1); Microbiology (Q1)"
180;23262;Inventiones Mathematicae;00209910, 14321297;6,382;Q1;2015;Mathematics (miscellaneous) (Q1)
181;19084;Molecular Aspects of Medicine;00982997, 18729452;6,382;Q1;2015;"Biochemistry (Q1); Clinical Biochemistry (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Molecular Medicine (Q1)"
182;19700182323;Perspectives on Psychological Science;17456916, 17456924;6,366;Q1;2015;Psychology (miscellaneous) (Q1)
183;21100200203;Wiley Interdisciplinary Reviews: Computational Molecular Science;17590876, 17590884;6,36;Q1;2015;"Biochemistry (Q1); Computational Mathematics (Q1); Computer Science Applications (Q1); Materials Chemistry (Q1); Physical and Theoretical Chemistry (Q1)"
184;25454;Blood;15280020, 00064971;6,353;Q1;2015;"Biochemistry (Q1); Cell Biology (Q1); Hematology (Q1); Immunology (Q1)"
185;20635;Journal of Management;01492063, 15571211;6,353;Q1;2015;"Finance (Q1); Strategy and Management (Q1)"
186;21100278313;Light: Science and Applications;20477538;6,293;Q1;2015;"Atomic and Molecular Physics, and Optics (Q1); Electronic, Optical and Magnetic Materials (Q1)"
187;19700182758;Nature Communications;20411723;6,287;Q1;2015;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1)"
188;13969;Psychological Science in the Public Interest, Supplement;15396053, 15291006;6,274;Q1;2015;Psychology (miscellaneous) (Q1)
189;26746;Trends in Endocrinology and Metabolism;10432760, 18793061;6,253;Q1;2015;"Endocrinology (Q1); Endocrinology, Diabetes and Metabolism (Q1)"
190;14317;Brain;14602156, 00068950;6,232;Q1;2015;"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1)"
191;21100228546;JAMA Internal Medicine;21686114, 21686106;6,224;Q1;2015;Internal Medicine (Q1)
192;21100199127;Advanced Energy Materials;16146832, 16146840;6,219;Q1;2015;"Materials Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
193;24254;IEEE Transactions on Pattern Analysis and Machine Intelligence;1628828;6,202;Q1;2015;"Applied Mathematics (Q1); Artificial Intelligence (Q1); Computational Theory and Mathematics (Q1); Computer Vision and Pattern Recognition (Q1); Software (Q1)"
194;24046;Seminars in Cancer Biology;10963650, 1044579X;6,164;Q1;2015;Cancer Research (Q1)
195;13649;Annals of Statistics;905364;6,145;Q1;2015;"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)"
